#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号
テンゴＳアーム,0,5,3,0,0,,52,70,-2,2,2,-4,2,アイテム使用強化,1,気絶耐性,1,,,,,,,,,,,,,,,,,,,,,260
プケプケＳアーム,0,5,2,0,0,,50,68,0,3,-3,0,1,弾丸節約,1,弾導強化,1,,,,,,,,,,,,,,,,,,,,,270
ジュラアーム,0,5,3,2,1,,48,66,-1,2,-3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,280
バサルＳアーム,0,5,1,1,0,,52,70,0,-2,1,1,-3,ガード性能,2,砥石使用高速化,1,,,,,,,,,,,,,,,,,,,,,290
レイアＳアーム,0,5,1,1,0,,52,70,3,0,-2,0,-3,属性やられ耐性,1,広域化,1,,,,,,,,,,,,,,,,,,,,,300
ドーベルアーム,0,5,2,1,1,,52,60,-2,0,0,0,4,龍属性攻撃強化,1,強化持続,1,,,,,,,,,,,,,,,,,,,,,310
アルブーロＳグローブ,0,5,1,1,0,,52,60,0,-2,1,-1,0,散弾・拡散矢強化,1,通常弾・連射矢強化,1,,,,,,,,,,,,,,,,,,,,,320
メルホアＳラーマ,0,5,1,1,0,,52,60,0,1,3,0,0,麻痺耐性,1,植生学,1,体力回復量ＵＰ,1,,,,,,,,,,,,,,,,,,,330
デスギアＳファオスト,0,5,1,0,0,,52,60,3,1,1,-1,0,渾身,2,,,,,,,,,,,,,,,,,,,,,,,340
マギュルＳラーマ,0,5,2,1,1,,52,60,-3,1,0,3,0,爆破やられ耐性,1,ひるみ軽減,1,,,,,,,,,,,,,,,,,,,,,350
ヴァイクＳアーム,0,5,1,1,0,,52,60,0,3,-2,-1,0,通常弾・連射矢強化,2,,,,,,,,,,,,,,,,,,,,,,,360
マカルパＳスリーブ,0,5,2,0,0,,52,60,1,2,-2,0,0,泡沫の舞,1,飛び込み,1,,,,,,,,,,,,,,,,,,,,,370
ウツシ表【手甲】覇,1,5,3,0,0,,52,60,3,0,0,0,0,広域化,1,,,,,,,,,,,,,,,,,,,,,,,380
ウツシ裏【手甲】覇,1,5,2,0,0,,52,60,3,0,0,0,0,回避性能,1,翔蟲使い,1,,,,,,,,,,,,,,,,,,,,,390
依巫・祈【花袖】,2,5,3,0,0,,52,,3,0,0,0,0,広域化,1,,,,,,,,,,,,,,,,,,,,,,,400
神凪・願【花袖】,2,5,2,0,0,,52,,3,0,0,0,0,回避性能,1,翔蟲使い,1,,,,,,,,,,,,,,,,,,,,,410
ガブラスーツＳグラブ,0,5,2,0,0,,52,60,1,1,1,1,3,会心撃【属性】,1,風圧耐性,1,,,,,,,,,,,,,,,,,,,,,420
イソネＳアーム,0,5,2,0,0,,58,66,-1,2,-3,0,1,ボマー,2,精霊の加護,1,,,,,,,,,,,,,,,,,,,,,430
ベリオＳアーム,0,5,2,0,0,,58,66,-3,0,-1,3,0,納刀術,1,渾身,1,見切り,1,,,,,,,,,,,,,,,,,,,440
カガチＳアーム,0,5,2,0,0,,58,66,0,-3,3,0,0,体術,3,,,,,,,,,,,,,,,,,,,,,,,450
ジャナフＳアーム,0,6,1,0,0,,60,68,3,-3,-1,-1,0,ＫＯ術,2,攻撃,2,,,,,,,,,,,,,,,,,,,,,460
ナルガＳアーム,0,6,1,1,0,,60,68,-2,1,-3,1,1,回避性能,1,回避距離ＵＰ,1,,,,,,,,,,,,,,,,,,,,,470
ミツネＳアーム,0,6,2,0,0,,60,68,0,2,-3,1,-1,死中に活,1,満足感,1,,,,,,,,,,,,,,,,,,,,,480
レウスＳアーム,0,6,2,0,0,,62,70,3,1,-2,1,-3,攻撃,2,,,,,,,,,,,,,,,,,,,,,,,490
ジンオウＳアーム,0,6,2,0,0,,62,70,0,-1,4,-4,1,力の解放,1,体術,1,,,,,,,,,,,,,,,,,,,,,500
ロワーガＳマーノ,1,6,3,0,0,,62,68,-2,0,3,-2,2,回避性能,1,,,,,,,,,,,,,,,,,,,,,,,510
ファルメルＳマーノ,2,6,0,0,1,,62,,-2,0,3,-2,2,回避性能,1,,,,,,,,,,,,,,,,,,,,,,,520
メデュレトＳグラブ,0,6,1,1,0,,62,68,1,3,0,2,0,精霊の加護,2,,,,,,,,,,,,,,,,,,,,,,,530
禍鎧・覇【篭手】,0,6,2,0,0,,64,70,3,-3,-2,1,1,鬼火纏,1,匠,2,,,,,,,,,,,,,,,,,,,,,540
ゴシャＳアーム,0,6,2,0,0,,64,70,-4,1,-1,4,0,抜刀術【技】,1,抜刀術【力】,1,,,,,,,,,,,,,,,,,,,,,550
オロミドＳアーム,0,6,1,1,0,,64,70,-4,3,3,-2,-2,高速変形,1,回避性能,2,,,,,,,,,,,,,,,,,,,,,560
レックスＳアーム,0,6,3,0,0,,64,70,2,0,-3,0,-2,鈍器使い,2,心眼,1,,,,,,,,,,,,,,,,,,,,,570
ディアブロＳアーム,0,6,2,1,0,,64,70,3,-1,-1,-3,-1,攻めの守勢,1,,,,,,,,,,,,,,,,,,,,,,,580
ヤツカダアーム,0,6,2,0,0,,66,72,4,-2,-1,-3,1,体術,2,スタミナ急速回復,1,,,,,,,,,,,,,,,,,,,,,590
金色ノ篭手,0,7,3,1,0,,70,76,2,1,3,-5,2,火事場力,1,力の解放,1,,,,,,,,,,,,,,,,,,,,,600
しまきのかいな,0,7,0,0,0,,66,74,-1,0,0,0,-2,風紋の一致,1,体術,1,スタミナ急速回復,1,,,,,,,,,,,,,,,,,,,610
なるかみのかいな,0,7,0,0,0,,76,76,2,1,4,-3,-4,雷紋の一致,1,ガード性能,1,破壊王,1,,,,,,,,,,,,,,,,,,,620
