#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号
ルドロスＳメイル,0,4,2,0,0,,48,66,-3,4,-1,0,0,スタミナ急速回復,2,,,,,,,,,,,,,,,,,,,,,,,260
ボロスＳメイル,0,4,2,0,0,,50,68,-3,-1,3,-1,0,攻撃,1,防御,2,,,,,,,,,,,,,,,,,,,,,270
テンゴＳメイル,0,5,3,0,0,,52,70,-2,2,2,-4,2,広域化,1,,,,,,,,,,,,,,,,,,,,,,,280
プケプケＳメイル,0,5,1,0,0,,50,68,0,3,-3,0,1,特殊射撃強化,1,体術,2,,,,,,,,,,,,,,,,,,,,,290
ジュラメイル,0,5,1,1,1,,48,66,-1,2,-3,0,0,強化持続,2,回避距離ＵＰ,1,,,,,,,,,,,,,,,,,,,,,300
バサルＳメイル,0,5,1,1,0,,52,70,0,-2,1,1,-3,ガード性能,1,砲弾装填,1,,,,,,,,,,,,,,,,,,,,,310
レイアＳメイル,0,5,3,1,1,,52,70,3,0,-2,0,-3,体力回復量ＵＰ,1,植生学,1,,,,,,,,,,,,,,,,,,,,,320
ドーベルメイル,0,5,1,0,0,,52,60,-2,0,0,0,4,龍属性攻撃強化,1,集中,1,強化持続,1,火事場力,1,,,,,,,,,,,,,,,,,330
アルブーロＳベスト,0,5,1,1,0,,52,60,0,-2,1,-1,0,通常弾・連射矢強化,1,貫通弾・貫通矢強化,1,,,,,,,,,,,,,,,,,,,,,340
メルホアＳトロンコ,0,5,1,1,0,,52,60,0,1,3,0,0,植生学,2,体力回復量ＵＰ,1,,,,,,,,,,,,,,,,,,,,,350
デスギアＳムスケル,0,5,2,0,0,,52,60,3,1,1,-1,0,不屈,1,高速変形,1,,,,,,,,,,,,,,,,,,,,,360
マギュルＳトロンコ,0,5,2,0,0,,52,60,-3,1,0,3,0,装填速度,2,,,,,,,,,,,,,,,,,,,,,,,370
ヴァイクＳメイル,0,5,3,2,1,,52,60,0,3,-2,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,380
マカルパＳペプラム,0,5,1,0,0,,52,60,1,2,-2,0,0,水属性攻撃強化,3,,,,,,,,,,,,,,,,,,,,,,,390
ウツシ表【上衣】覇,1,5,1,1,0,,52,60,3,0,0,0,0,広域化,1,幸運,1,,,,,,,,,,,,,,,,,,,,,400
ウツシ裏【上衣】覇,1,5,1,0,0,,52,60,3,0,0,0,0,業物,1,弾丸節約,1,回避性能,1,挑戦者,1,,,,,,,,,,,,,,,,,410
依巫・祈【白衣】,2,5,1,1,0,,52,,3,0,0,0,0,広域化,1,幸運,1,,,,,,,,,,,,,,,,,,,,,420
神凪・願【白衣】,2,5,1,0,0,,52,,3,0,0,0,0,業物,1,弾丸節約,1,回避性能,1,挑戦者,1,,,,,,,,,,,,,,,,,430
コトルＳメイル,0,5,2,0,0,,52,60,4,-2,0,-1,0,火属性攻撃強化,3,,,,,,,,,,,,,,,,,,,,,,,440
ガブラスーツＳボディ,0,5,1,1,0,,52,60,1,1,1,1,3,超会心,1,,,,,,,,,,,,,,,,,,,,,,,450
イソネＳメイル,0,5,1,1,0,,58,66,-1,2,-3,0,1,睡眠属性強化,1,アイテム使用強化,1,,,,,,,,,,,,,,,,,,,,,460
ベリオＳメイル,0,5,2,1,1,,58,66,-3,0,-1,3,0,納刀術,1,渾身,1,,,,,,,,,,,,,,,,,,,,,470
カガチＳメイル,0,5,3,0,0,,58,66,0,-3,3,0,0,心眼,1,見切り,1,,,,,,,,,,,,,,,,,,,,,480
ジャナフＳメイル,0,6,1,1,0,,60,68,3,-3,-1,-1,0,集中,2,ランナー,1,,,,,,,,,,,,,,,,,,,,,490
ナルガＳメイル,0,6,1,1,0,,60,68,-2,1,-3,1,1,回避性能,1,見切り,2,,,,,,,,,,,,,,,,,,,,,500
ミツネＳメイル,0,6,1,0,0,,60,68,0,2,-3,1,-1,泡沫の舞,1,死中に活,1,,,,,,,,,,,,,,,,,,,,,510
レウスＳメイル,0,6,1,0,0,,62,70,3,1,-2,1,-3,攻撃,1,破壊王,1,風圧耐性,1,,,,,,,,,,,,,,,,,,,520
ジンオウＳメイル,0,6,1,0,0,,62,70,0,-1,4,-4,1,力の解放,1,弱点特効,1,,,,,,,,,,,,,,,,,,,,,530
ロワーガＳペット,1,6,1,0,0,,62,68,-2,0,3,-2,2,会心撃【属性】,1,見切り,2,龍属性攻撃強化,1,,,,,,,,,,,,,,,,,,,540
ファルメルＳペット,2,6,1,0,0,,62,,-2,0,3,-2,2,会心撃【属性】,1,見切り,2,龍属性攻撃強化,1,,,,,,,,,,,,,,,,,,,550
メデュレトＳベスト,0,6,2,1,0,,62,68,1,3,0,2,0,爆破属性強化,2,,,,,,,,,,,,,,,,,,,,,,,560
ブリゲイドＳスーツ,0,6,1,0,0,,62,68,1,0,2,0,2,捕獲名人,1,地質学,1,,,,,,,,,,,,,,,,,,,,,570
禍鎧・覇【胸当て】,0,6,2,0,0,,64,70,3,-3,-2,1,1,鬼火纏,1,逆恨み,1,,,,,,,,,,,,,,,,,,,,,580
ゴシャＳメイル,0,6,2,1,0,,64,70,-4,1,-1,4,0,抜刀術【技】,1,逆恨み,1,,,,,,,,,,,,,,,,,,,,,590
オロミドＳメイル,0,6,1,0,0,,64,70,-4,3,3,-2,-2,業物,2,強化持続,1,,,,,,,,,,,,,,,,,,,,,600
レックスＳメイル,0,6,1,1,0,,64,70,2,0,-3,0,-2,耳栓,2,鈍器使い,1,,,,,,,,,,,,,,,,,,,,,610
ディアブロＳメイル,0,6,1,0,0,,64,70,3,-1,-1,-3,-1,ガード性能,2,攻めの守勢,1,,,,,,,,,,,,,,,,,,,,,620
ヤツカダメイル,0,6,2,1,0,,66,72,4,-2,-1,-3,1,散弾・拡散矢強化,1,装填速度,1,,,,,,,,,,,,,,,,,,,,,630
金色ノ羽織,0,7,2,0,0,,70,76,2,1,3,-5,2,火事場力,1,渾身,1,力の解放,1,,,,,,,,,,,,,,,,,,,640
ダマスクメイル,0,7,1,1,0,,68,88,-1,2,-3,1,-1,耐震,1,匠,1,,,,,,,,,,,,,,,,,,,,,
クシャナディール,0,7,2,0,0,,74,94,-1,2,-2,3,-3,鋼殻の恩恵,1,回復速度,1,陽動,1,,,,,,,,,,,,,,,,,,,
ミヅハ【胸当て】,0,7,1,0,0,,74,94,-5,1,0,3,-3,霞皮の恩恵,1,毒属性強化,1,心眼,1,弾導強化,1,,,,,,,,,,,,,,,,,
カイザーメイル,0,7,1,0,0,,74,94,4,-4,1,-1,-3,炎鱗の恩恵,1,見切り,1,達人芸,1,,,,,,,,,,,,,,,,,,,
バゼルメイル,0,7,1,1,0,,72,92,3,1,-4,-2,-2,ガード強化,2,挑戦者,1,,,,,,,,,,,,,,,,,,,,,650
しまきのむなさき,0,7,0,0,0,,66,86,-1,0,0,0,-2,風紋の一致,1,ガード性能,1,ひるみ軽減,1,風雷合一,1,,,,,,,,,,,,,,,,,
なるかみのむなさき,0,7,0,0,0,,76,96,2,1,4,-3,-4,雷紋の一致,1,体術,1,抜刀術【技】,1,風雷合一,1,,,,,,,,,,,,,,,,,660
赫耀ノメイル,0,7,1,0,1,,80,100,-2,-2,-2,-2,3,龍気活性,1,死中に活,2,,,,,,,,,,,,,,,,,,,,,
