#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号
ロワーガＳテスタ,1,6,1,0,0,,62,68,-2,0,3,-2,2,会心撃【属性】,2,,,,,,,,,,,,,,,,,,,,,,,550
ファルメルＳテスタ,2,6,1,0,0,,62,62,-2,0,3,-2,2,会心撃【属性】,2,,,,,,,,,,,,,,,,,,,,,,,560
メデュレトＳハット,0,6,3,0,0,,62,68,1,3,0,2,0,破壊王,1,精霊の加護,1,,,,,,,,,,,,,,,,,,,,,570
ブリゲイドＳロボス,0,6,3,1,0,,62,68,1,0,2,0,2,植生学,2,,,,,,,,,,,,,,,,,,,,,,,580
強弓の羽根飾り,0,6,0,0,0,,56,62,0,0,0,0,0,弓溜め段階解放,1,,,,,,,,,,,,,,,,,,,,,,,590
ガーグァＳフェイク,0,6,0,0,0,,54,60,-3,-2,-2,1,0,飛び込み,1,幸運,1,,,,,,,,,,,,,,,,,,,,,600
禍鎧・覇【兜】,0,6,2,0,0,7,64,84,3,-3,-2,1,1,逆恨み,1,匠,1,ひるみ軽減,1,,,,,,,,,,,,,,,,,,,610
ゴシャＳヘルム,0,6,1,1,0,7,64,84,-4,1,-1,4,0,抜刀術【技】,1,挑戦者,1,,,,,,,,,,,,,,,,,,,,,620
オロミドＳヘルム,0,6,2,2,0,7,64,84,-4,3,3,-2,-2,高速変形,2,,,,,,,,,,,,,,,,,,,,,,,630
レックスＳヘルム,0,6,2,1,0,7,64,84,2,0,-3,0,-2,耳栓,1,早食い,1,,,,,,,,,,,,,,,,,,,,,640
ディアブロＳヘルム,0,6,2,0,0,7,64,84,3,-1,-1,-3,-1,ガード性能,1,スタミナ急速回復,1,,,,,,,,,,,,,,,,,,,,,650
ヤツカダヘルム,0,6,1,1,0,7,66,86,4,-2,-1,-3,1,散弾・拡散矢強化,1,装填速度,1,,,,,,,,,,,,,,,,,,,,,660
金色ノ添髪,0,7,2,1,0,7,70,90,2,1,3,-5,2,火事場力,2,渾身,1,,,,,,,,,,,,,,,,,,,,,670
ダマスクヘルム,0,7,0,0,0,,68,88,-1,2,-3,1,-1,耐震,2,耳栓,2,,,,,,,,,,,,,,,,,,,,,
炎の封眼,0,7,0,0,0,,56,76,3,0,0,0,0,見切り,4,,,,,,,,,金獅子の黒毛,2,爆鱗竜の上鱗,2,怨虎竜の妖刀殻,2,古龍の血,2,,,,,,,
練達の羽根飾り,0,7,0,0,0,,56,76,0,0,0,0,0,剥ぎ取り名人,1,,,,,,,,,,,,,,,,,,,,,,,
クシャナアンク,0,7,1,0,0,,74,94,-1,2,-2,3,-3,匠,2,通常弾・連射矢強化,2,,,,,,,,,,,,,,,,,,,,,
ミヅハ【烏帽子】,0,7,1,0,0,,74,94,-5,1,0,3,-3,心眼,2,弾導強化,2,回避性能,2,,,,,,,,,,,,,,,,,,,
カイザークラウン,0,7,1,0,0,,74,94,4,-4,1,-1,-3,見切り,3,超会心,1,,,,,,,,,,,,,,,,,,,,,
バゼルヘルム,0,7,2,0,0,,72,92,3,1,-4,-2,-2,砲術,1,ガード性能,1,,,,,,,,,,,,,,,,,,,,,680
しまきのこうべ,0,7,0,0,0,7,66,86,-1,0,0,0,-2,風紋の一致,1,集中,1,回避距離ＵＰ,1,風雷合一,1,,,,,,,,,,,,,,,,,
なるかみのこうべ,0,7,0,0,0,7,76,96,2,1,4,-3,-4,雷紋の一致,1,高速変形,1,攻めの守勢,1,風雷合一,1,,,,,,,,,,,,,,,,,690
知略の眼鏡,0,6,2,2,0,,60,68,2,2,2,2,2,地質学,2,,,,,,,,,知識の結晶,4,ヌシの熊掌,2,獄炎石,2,古龍の血,2,,,,,,,2000
赫耀ノヘルム,0,7,2,1,0,,80,100,-2,-2,-2,-2,3,龍気活性,1,弱点特効,1,,,,,,,,,,,,,,,,,,,,,
